Transaction,Items
A4375,specialty cheese
A4375,tropical fruit
A4375,whole milk
A4375,yogurt
A4376,citrus fruit
A4376,other vegetables
A4376,pip fruit
A4376,root vegetables
A4376,tropical fruit
A4377,pastry
A4378,dog food
A4378,frozen vegetables
A4378,long life bakery product
A4378,other vegetables
A4378,pot plants
A4378,salty snack
A4378,semi-finished bread
A4378,vinegar
A4378,whole milk
A4379,ham
A4379,newspapers
A4379,white bread
A4379,whole milk
A4380,cat food
A4380,newspapers
A4380,shopping bags
A4381,baking powder
A4381,butter
A4381,citrus fruit
A4381,coffee
A4381,ice cream
A4381,margarine
A4381,newspapers
A4381,other vegetables
A4381,pork
A4381,sugar
A4381,whipped/sour cream
A4381,whole milk
A4382,citrus fruit
A4382,rolls/buns
A4382,whipped/sour cream
A4382,whole milk
A4382,yogurt
A4383,bottled beer
A4383,brown bread
A4383,rolls/buns
A4383,sausage
A4383,sliced cheese
A4383,whole milk
A4384,cling film/bags
A4384,house keeping products
A4384,soda
A4385,butter
A4385,citrus fruit
A4385,condensed milk
A4385,frozen meals
A4385,male cosmetics
A4385,margarine
A4385,newspapers
A4386,other vegetables
A4386,salt
A4386,sweet spreads
A4387,ham
A4387,pastry
A4387,specialty bar
A4387,tropical fruit
A4387,waffles
A4387,white bread
A4388,rolls/buns
A4388,sausage
A4388,shopping bags
A4389,chicken
A4389,other vegetables
A4389,pastry
A4389,rolls/buns
A4389,root vegetables
A4389,sausage
A4389,whipped/sour cream
A4389,yogurt
A4390,citrus fruit
A4390,domestic eggs
A4390,meat spreads
A4390,rolls/buns
A4390,sausage
A4390,soda
A4390,tidbits
A4390,yogurt
A4391,ham
A4391,long life bakery product
A4391,napkins
A4391,newspapers
A4391,rolls/buns
A4391,sausage
A4391,spread cheese
A4391,tropical fruit
A4391,whole milk
A4391,yogurt
A4391,zwieback
A4392,house keeping products
A4392,hygiene articles
A4393,beef
A4393,brown bread
A4393,butter milk
A4393,citrus fruit
A4393,frozen vegetables
A4393,pickled vegetables
A4393,rolls/buns
A4393,tropical fruit
A4393,whole milk
A4394,canned beer
A4395,bottled beer
A4395,butter
A4395,butter milk
A4395,dental care
A4395,ice cream
A4395,long life bakery product
A4395,napkins
A4395,newspapers
A4395,onions
A4395,other vegetables
A4395,rolls/buns
A4395,whipped/sour cream
A4395,whole milk
A4396,bottled beer
A4396,citrus fruit
A4396,dental care
A4396,fruit/vegetable juice
A4396,other vegetables
A4396,rolls/buns
A4396,root vegetables
A4396,sausage
A4396,soda
A4397,canned vegetables
A4397,coffee
A4397,dish cleaner
A4397,other vegetables
A4397,rolls/buns
A4397,sausage
A4397,soda
A4398,brown bread
A4398,pot plants
A4398,rolls/buns
A4398,salty snack
A4398,yogurt
A4399,brown bread
A4399,butter
A4399,candy
A4399,chicken
A4399,herbs
A4399,margarine
A4399,other vegetables
A4399,pastry
A4400,beef
A4400,butter milk
A4400,cereals
A4400,hamburger meat
A4400,pasta
A4400,pip fruit
A4400,root vegetables
A4400,sugar
A4400,whipped/sour cream
A4400,whole milk
A4400,yogurt
A4401,rolls/buns
A4401,UHT-milk
A4402,dishes
A4402,margarine
A4402,pork
A4403,berries
A4403,herbs
A4403,rice
A4403,shopping bags
A4403,tropical fruit
A4404,canned vegetables
A4404,flower soil/fertilizer
A4404,newspapers
A4404,white wine
A4405,instant coffee
A4405,margarine
A4405,newspapers
A4405,other vegetables
A4405,rolls/buns
A4405,root vegetables
A4405,soda
A4405,tropical fruit
A4405,whipped/sour cream
A4405,yogurt
A4406,canned fruit
A4406,chicken
A4406,frozen vegetables
A4406,hygiene articles
A4406,margarine
A4406,pickled vegetables
A4406,processed cheese
A4406,rice
A4406,rolls/buns
A4406,sausage
A4406,sugar
A4406,whole milk
A4407,dishes
A4407,frankfurter
A4407,rolls/buns
A4407,shopping bags
A4408,rolls/buns
A4409,bottled water
A4409,fruit/vegetable juice
A4409,newspapers
A4409,pickled vegetables
A4410,butter
A4410,canned vegetables
A4410,citrus fruit
A4410,curd
A4410,hygiene articles
A4410,newspapers
A4410,oil
A4410,other vegetables
A4410,root vegetables
A4410,whole milk
A4411,bottled beer
A4411,bottled water
A4411,potato products
A4411,soda
A4412,bottled water
A4412,detergent
A4412,dishes
A4412,other vegetables
A4412,rolls/buns
A4412,root vegetables
A4412,turkey
A4412,whole milk
A4413,canned fish
A4413,cat food
A4413,margarine
A4413,pastry
A4413,sausage
A4413,UHT-milk
A4413,waffles
A4414,red/blush wine
A4414,white wine
A4415,bottled beer
A4415,bottled water
A4415,butter
A4415,canned fruit
A4415,citrus fruit
A4415,domestic eggs
A4415,hamburger meat
A4415,herbs
A4415,hygiene articles
A4415,Instant food products
A4415,misc. beverages
A4415,other vegetables
A4415,pasta
A4415,pickled vegetables
A4415,whole milk
A4416,butter
A4416,chicken
A4416,hard cheese
A4416,onions
A4416,other vegetables
A4416,rice
A4416,root vegetables
A4416,specialty cheese
A4416,sugar
A4416,whole milk
A4416,yogurt
A4417,bottled water
A4417,butter milk
A4417,candy
A4417,cat food
A4417,coffee
A4417,dish cleaner
A4417,fruit/vegetable juice
A4417,herbs
A4417,oil
A4417,other vegetables
A4417,packaged fruit/vegetables
A4417,pip fruit
A4417,rolls/buns
A4417,root vegetables
A4417,specialty cheese
A4417,tropical fruit
A4417,turkey
A4417,whole milk
A4417,yogurt
A4418,cat food
A4418,dessert
A4418,newspapers
A4419,bottled water
A4419,butter
A4419,canned beer
A4419,domestic eggs
A4419,liqueur
A4419,misc. beverages
A4419,tropical fruit
A4419,whole milk
A4420,beef
A4420,berries
A4420,bottled beer
A4420,chocolate
A4420,citrus fruit
A4420,dessert
A4420,flour
A4420,napkins
A4420,newspapers
A4420,other vegetables
A4420,pickled vegetables
A4420,pip fruit
A4420,rolls/buns
A4420,root vegetables
A4420,sliced cheese
A4420,soda
A4420,sugar
A4420,tea
A4420,tropical fruit
A4420,whole milk
A4421,beef
A4421,frozen vegetables
A4421,margarine
A4421,other vegetables
A4421,pork
A4421,root vegetables
A4421,white wine
A4422,white bread
A4423,honey
A4423,newspapers
A4423,pudding powder
A4423,root vegetables
A4423,whole milk
A4424,bottled beer
A4424,frankfurter
A4425,baking powder
A4425,citrus fruit
A4425,nut snack
A4425,sweet spreads
A4426,pastry
A4426,rolls/buns
A4427,curd
A4427,rolls/buns
A4427,specialty bar
A4427,tropical fruit
A4427,whole milk
A4427,yogurt
A4428,cream cheese 
A4428,fruit/vegetable juice
A4429,dessert
A4429,fruit/vegetable juice
A4429,ham
A4429,long life bakery product
A4429,other vegetables
A4429,pork
A4429,pudding powder
A4429,salty snack
A4429,sausage
A4429,semi-finished bread
A4429,whipped/sour cream
A4429,whole milk
A4430,chocolate
A4430,citrus fruit
A4430,frozen meals
A4430,hygiene articles
A4430,pip fruit
A4430,pork
A4430,shopping bags
A4430,turkey
A4430,waffles
A4431,beef
A4431,butter
A4431,coffee
A4431,cream cheese 
A4431,domestic eggs
A4431,frankfurter
A4431,frozen meals
A4431,frozen potato products
A4431,hygiene articles
A4431,jam
A4431,liver loaf
A4431,long life bakery product
A4431,margarine
A4431,onions
A4431,pip fruit
A4431,rice
A4431,roll products 
A4431,rolls/buns
A4431,root vegetables
A4431,salt
A4431,sausage
A4431,sliced cheese
A4431,tropical fruit
A4431,waffles
A4431,whipped/sour cream
A4431,whole milk
A4431,yogurt
A4432,canned beer
A4432,chicken
A4432,coffee
A4432,napkins
A4432,newspapers
A4432,pork
A4432,soda
A4432,whole milk
A4433,domestic eggs
A4433,frozen vegetables
A4433,red/blush wine
A4433,root vegetables
A4433,tropical fruit
A4433,whipped/sour cream
A4433,whole milk
A4434,berries
A4434,chicken
A4434,citrus fruit
A4434,pork
A4434,yogurt
A4435,bottled water
A4435,brown bread
A4435,flour
A4435,pastry
A4435,pot plants
A4435,root vegetables
A4435,yogurt
A4436,bottled water
A4436,chicken
A4436,chocolate
A4436,newspapers
A4436,pastry
A4436,red/blush wine
A4436,rolls/buns
A4436,tropical fruit
A4437,bottled beer
A4437,shopping bags
A4438,ketchup
A4439,canned beer
A4440,cling film/bags
A4440,coffee
A4440,dental care
A4440,domestic eggs
A4440,hygiene articles
A4440,margarine
A4440,pastry
A4440,tropical fruit
A4440,whole milk
A4441,beef
A4441,citrus fruit
A4441,root vegetables
A4441,specialty chocolate
A4442,rolls/buns
A4442,whole milk
A4443,bottled water
A4443,soda
A4444,butter milk
A4444,curd
A4444,margarine
A4444,newspapers
A4444,other vegetables
A4444,pip fruit
A4444,pork
A4444,root vegetables
A4445,frozen vegetables
A4445,pork
A4445,roll products 
A4445,root vegetables
A4445,tropical fruit
A4445,whipped/sour cream
A4446,brown bread
A4446,coffee
A4446,domestic eggs
A4446,other vegetables
A4446,pip fruit
A4446,pot plants
A4446,specialty chocolate
A4446,specialty vegetables
A4446,whipped/sour cream
A4446,yogurt
A4447,specialty chocolate
A4448,citrus fruit
A4448,cream cheese 
A4448,fruit/vegetable juice
A4448,hygiene articles
A4448,other vegetables
A4448,pip fruit
A4448,pot plants
A4448,tropical fruit
A4448,UHT-milk
A4448,yogurt
A4449,bottled beer
A4449,bottled water
A4449,candy
A4449,chocolate
A4449,citrus fruit
A4449,curd
A4449,frankfurter
A4449,frozen potato products
A4449,fruit/vegetable juice
A4449,pastry
A4449,pickled vegetables
A4449,prosecco
A4449,rolls/buns
A4449,semi-finished bread
A4449,soda
A4449,sweet spreads
A4449,turkey
A4449,white bread
A4449,white wine
A4449,whole milk
A4450,beef
A4450,butter
A4450,condensed milk
A4450,newspapers
A4450,other vegetables
A4450,salt
A4450,sausage
A4450,sliced cheese
A4450,soups
A4450,sweet spreads
A4450,tropical fruit
A4450,UHT-milk
A4450,yogurt
A4451,cat food
A4451,other vegetables
A4451,rolls/buns
A4451,root vegetables
A4451,shopping bags
A4451,sliced cheese
A4451,whole milk
A4452,root vegetables
A4453,brown bread
A4453,Instant food products
A4453,napkins
A4453,tropical fruit
A4453,UHT-milk
A4454,canned beer
A4454,ice cream
A4454,pip fruit
A4454,rolls/buns
A4454,root vegetables
A4454,syrup
A4455,butter milk
A4455,chewing gum
A4455,chocolate
A4455,coffee
A4455,dessert
A4455,ice cream
A4455,long life bakery product
A4455,napkins
A4455,newspapers
A4455,salty snack
A4455,sausage
A4455,shopping bags
A4455,sliced cheese
A4455,soda
A4455,soft cheese
A4455,tropical fruit
A4455,white bread
A4455,whole milk
A4455,yogurt
A4456,curd
A4456,domestic eggs
A4456,instant coffee
A4456,long life bakery product
A4456,white bread
A4456,yogurt
A4457,beef
A4457,cream
A4457,curd
A4457,domestic eggs
A4457,fruit/vegetable juice
A4457,other vegetables
A4457,root vegetables
A4457,soda
A4457,whole milk
A4458,bottled water
A4458,canned beer
A4458,frankfurter
A4458,hygiene articles
A4458,root vegetables
A4459,cake bar
A4459,hard cheese
A4459,other vegetables
A4459,popcorn
A4459,rolls/buns
A4459,root vegetables
A4459,salty snack
A4459,specialty bar
A4459,sweet spreads
A4459,UHT-milk
A4459,waffles
A4460,butter milk
A4460,frankfurter
A4460,organic products
A4460,other vegetables
A4460,pip fruit
A4460,root vegetables
A4460,soda
A4460,whole milk
A4461,hamburger meat
A4461,house keeping products
A4461,newspapers
A4461,other vegetables
A4461,root vegetables
A4461,soft cheese
A4461,whole milk
A4462,bottled beer
A4462,vinegar
A4463,bottled beer
A4463,grapes
A4463,other vegetables
A4463,rolls/buns
A4463,root vegetables
A4463,tea
A4463,tropical fruit
A4464,pip fruit
A4465,citrus fruit
A4465,curd
A4465,mustard
A4465,semi-finished bread
A4466,fruit/vegetable juice
A4466,seasonal products
A4467,chicken
A4467,coffee
A4467,domestic eggs
A4467,frankfurter
A4467,ice cream
A4467,meat
A4467,newspapers
A4467,pasta
A4467,pastry
A4467,sugar
A4468,domestic eggs
A4468,oil
A4468,whole milk
A4469,hamburger meat
A4469,misc. beverages
A4469,pastry
A4470,candy
A4470,long life bakery product
A4471,chocolate
A4471,soda
A4472,brown bread
A4472,cream cheese 
A4472,hamburger meat
A4472,other vegetables
A4472,pip fruit
A4472,root vegetables
A4472,sauces
A4472,soups
A4472,whipped/sour cream
A4472,whole milk
A4473,coffee
A4473,frankfurter
A4473,whipped/sour cream
A4474,hard cheese
A4474,pastry
A4475,newspapers
A4476,bottled water
A4476,chicken
A4476,other vegetables
A4476,pork
A4476,whole milk
A4477,brown bread
A4477,newspapers
A4477,rolls/buns
A4477,shopping bags
A4477,soft cheese
A4477,syrup
A4478,coffee
A4478,pip fruit
A4479,grapes
A4479,pip fruit
A4479,tropical fruit
A4479,whole milk
A4480,grapes
A4480,hamburger meat
A4480,kitchen towels
A4480,other vegetables
A4480,pot plants
A4480,root vegetables
A4480,softener
A4481,cat food
A4481,finished products
A4481,shopping bags
A4482,pot plants
A4483,whole milk
A4484,newspapers
A4484,rolls/buns
A4484,root vegetables
A4484,tropical fruit
A4485,butter
A4485,candles
A4485,newspapers
A4485,rolls/buns
A4485,whole milk
A4485,yogurt
A4486,bottled beer
A4487,curd
A4487,whipped/sour cream
A4487,whole milk
A4488,cream cheese 
A4488,frankfurter
A4488,long life bakery product
A4488,napkins
A4488,other vegetables
A4488,sweet spreads
A4489,citrus fruit
A4489,tropical fruit
A4490,candles
A4490,condensed milk
A4490,fruit/vegetable juice
A4490,hamburger meat
A4490,pastry
A4490,salty snack
A4491,cream
A4492,bottled water
A4492,chocolate
A4492,dessert
A4492,detergent
A4492,domestic eggs
A4492,other vegetables
A4492,rolls/buns
A4492,sausage
A4492,shopping bags
A4492,soda
A4492,white bread
A4492,whole milk
A4493,bottled beer
A4493,bottled water
A4493,frozen dessert
A4493,UHT-milk
A4493,yogurt
A4494,mustard
A4494,newspapers
A4494,oil
A4494,other vegetables
A4494,root vegetables
A4494,sausage
A4494,specialty chocolate
A4494,whole milk
A4495,bottled beer
A4496,misc. beverages
A4497,pickled vegetables
A4498,chicken
A4499,beef
A4499,chicken
A4499,other vegetables
A4499,pasta
A4499,root vegetables
A4499,soda
A4499,whipped/sour cream
A4499,whole milk
A4500,herbs
A4500,pastry
A4500,whole milk
A4501,chocolate
A4501,frankfurter
A4502,soda
A4503,brown bread
A4503,white bread
A4504,chicken
A4504,other vegetables
A4504,pasta
A4504,pastry
A4504,pork
A4504,soda
A4504,specialty bar
A4504,UHT-milk
A4504,white bread
A4505,beef
A4505,brown bread
A4505,dishes
A4505,domestic eggs
A4505,fruit/vegetable juice
A4505,light bulbs
A4505,other vegetables
A4505,red/blush wine
A4505,rolls/buns
A4505,root vegetables
A4505,shopping bags
A4505,snack products
A4505,soda
A4505,whole milk
A4506,liquor
A4506,packaged fruit/vegetables
A4506,rolls/buns
A4506,root vegetables
A4506,sugar
A4507,soda
A4508,canned vegetables
A4508,pot plants
A4508,yogurt
A4509,bottled beer
A4509,bottled water
A4509,soda
A4509,white bread
A4510,syrup
A4511,cling film/bags
A4511,sugar
A4511,whole milk
A4512,candy
A4512,salt
A4513,bottled beer
A4513,cereals
A4513,frozen meals
A4513,frozen vegetables
A4513,whole milk
A4514,newspapers
A4514,other vegetables
A4514,whipped/sour cream
A4514,yogurt
A4515,fruit/vegetable juice
A4515,rolls/buns
A4515,sausage
A4516,cream cheese 
A4516,dessert
A4516,female sanitary products
A4516,margarine
A4516,newspapers
A4516,other vegetables
A4516,rolls/buns
A4516,salty snack
A4516,specialty bar
A4516,waffles
A4516,white bread
A4517,berries
A4517,cake bar
A4517,condensed milk
A4517,curd
A4517,fish
A4517,instant coffee
A4517,long life bakery product
A4517,napkins
A4517,pip fruit
A4517,tropical fruit
A4517,whipped/sour cream
A4517,whole milk
A4517,yogurt
A4518,beverages
A4518,bottled water
A4518,frozen meals
A4518,frozen vegetables
A4518,pip fruit
A4518,salty snack
A4518,soda
A4519,brown bread
A4519,citrus fruit
A4519,fruit/vegetable juice
A4519,onions
A4519,other vegetables
A4519,pip fruit
A4519,rolls/buns
A4519,root vegetables
A4519,soda
A4519,tropical fruit
A4519,whole milk
A4519,yogurt
A4520,dishes
A4521,canned fish
A4521,curd
A4521,fruit/vegetable juice
A4521,ice cream
A4521,meat
A4521,oil
A4521,seasonal products
A4521,soda
A4521,yogurt
A4522,butter milk
A4522,curd
A4522,liquor (appetizer)
A4522,newspapers
A4522,onions
A4522,other vegetables
A4522,pork
A4522,rolls/buns
A4522,salty snack
A4522,waffles
A4522,whipped/sour cream
A4522,whole milk
A4523,bottled water
A4523,frozen potato products
A4523,fruit/vegetable juice
A4523,pasta
A4523,pip fruit
A4523,root vegetables
A4523,sausage
A4523,whole milk
A4523,yogurt
A4524,chocolate
A4524,cocoa drinks
A4524,condensed milk
A4524,fruit/vegetable juice
A4524,margarine
A4524,pip fruit
A4524,pudding powder
A4524,root vegetables
A4524,sugar
A4524,UHT-milk
A4525,bottled water
A4526,hard cheese
A4526,sugar
A4526,whole milk
A4527,onions
A4528,frozen vegetables
A4528,liver loaf
A4528,pip fruit
A4528,root vegetables
A4528,salty snack
A4529,fruit/vegetable juice
A4529,meat
A4529,other vegetables
A4529,root vegetables
A4529,white wine
A4530,prosecco
A4530,red/blush wine
A4530,root vegetables
A4530,soda
A4530,waffles
A4531,citrus fruit
A4531,other vegetables
A4531,root vegetables
A4531,tropical fruit
A4531,whole milk
A4532,detergent
A4532,soda
A4533,bottled beer
A4534,canned fish
A4534,chocolate
A4534,cleaner
A4534,cream cheese 
A4534,dessert
A4534,domestic eggs
A4534,female sanitary products
A4534,mayonnaise
A4534,pastry
A4535,bottled beer
A4536,bottled beer
A4536,dog food
A4536,fruit/vegetable juice
A4536,napkins
A4536,roll products 
A4536,soda
A4537,cat food
A4537,condensed milk
A4537,sausage
A4537,semi-finished bread
A4537,whole milk
A4538,margarine
A4538,newspapers
A4538,yogurt
A4539,butter
A4539,chicken
A4539,chocolate
A4539,female sanitary products
A4539,house keeping products
A4539,kitchen towels
A4539,napkins
A4539,newspapers
A4539,root vegetables
A4539,softener
A4539,sparkling wine
A4539,whole milk
A4539,yogurt
A4540,chocolate
A4540,cling film/bags
A4540,cocoa drinks
A4540,hard cheese
A4540,ketchup
A4540,margarine
A4540,meat
A4540,other vegetables
A4540,pasta
A4540,pip fruit
A4540,pork
A4540,root vegetables
A4540,white bread
A4540,whole milk
A4541,berries
A4541,butter
A4541,butter milk
A4541,citrus fruit
A4541,frozen chicken
A4541,frozen vegetables
A4541,sliced cheese
A4541,soda
A4541,yogurt
A4542,butter milk
A4542,cream cheese 
A4542,misc. beverages
A4542,newspapers
A4542,rolls/buns
A4543,ice cream
A4543,newspapers
A4543,nuts/prunes
A4543,other vegetables
A4543,soda
A4543,whole milk
A4544,bottled beer
A4544,other vegetables
A4544,root vegetables
A4545,bottled beer
A4546,canned beer
A4546,chicken
A4546,frozen vegetables
A4546,other vegetables
A4546,shopping bags
A4547,butter
A4547,curd
A4548,bottled beer
A4548,domestic eggs
A4548,processed cheese
A4548,soda
A4548,tropical fruit
A4549,cat food
A4549,dishes
A4549,frozen vegetables
A4549,hard cheese
A4549,newspapers
A4549,other vegetables
A4549,root vegetables
A4549,whipped/sour cream
A4549,whole milk
A4550,bottled beer
A4550,margarine
A4550,other vegetables
A4550,rolls/buns
A4550,salt
A4550,salty snack
A4550,soda
A4550,tropical fruit
A4551,chewing gum
A4551,citrus fruit
A4551,detergent
A4551,hamburger meat
A4551,hygiene articles
A4551,kitchen towels
A4551,pasta
A4551,sausage
A4551,soda
A4551,whole milk
A4552,bottled water
A4553,dental care
A4553,salty snack
A4554,beef
A4554,chocolate
A4554,newspapers
A4554,other vegetables
A4554,shopping bags
A4555,instant coffee
A4555,soda
A4555,whole milk
A4556,domestic eggs
A4556,ham
A4556,hygiene articles
A4556,misc. beverages
A4556,other vegetables
A4556,salty snack
A4556,shopping bags
A4556,sweet spreads
A4556,whole milk
A4557,candy
A4557,mayonnaise
A4557,newspapers
A4558,bottled beer
A4558,coffee
A4558,frankfurter
A4558,ham
A4558,long life bakery product
A4558,other vegetables
A4558,potato products
A4558,processed cheese
A4558,rolls/buns
A4558,white bread
A4559,butter
A4559,hamburger meat
A4559,Instant food products
A4559,misc. beverages
A4559,soda
A4559,zwieback
A4560,candles
A4560,domestic eggs
A4560,whipped/sour cream
A4561,candles
A4562,beverages
A4562,misc. beverages
A4563,artif. sweetener
A4563,frozen vegetables
A4563,pip fruit
A4563,tropical fruit
A4563,yogurt
A4564,bottled water
A4564,yogurt
A4565,bottled beer
A4565,coffee
A4565,dessert
A4565,ice cream
A4565,soda
A4565,whipped/sour cream
A4565,whole milk
A4566,butter
A4566,butter milk
A4566,cream
A4566,fruit/vegetable juice
A4566,ice cream
A4566,other vegetables
A4566,processed cheese
A4566,salty snack
A4566,sausage
A4566,soda
A4566,spices
A4566,tropical fruit
A4566,whipped/sour cream
A4566,white bread
A4567,bottled water
A4568,canned beer
A4569,bottled beer
A4569,bottled water
A4569,cocoa drinks
A4569,rolls/buns
A4569,specialty chocolate
A4569,tropical fruit
A4569,whipped/sour cream
A4569,whole milk
A4569,yogurt
A4570,bottled beer
A4571,domestic eggs
A4571,fruit/vegetable juice
A4571,herbs
A4571,hygiene articles
A4571,margarine
A4571,other vegetables
A4571,pork
A4571,processed cheese
A4571,root vegetables
A4571,whole milk
A4572,candy
A4572,salty snack
A4573,rolls/buns
A4574,citrus fruit
A4574,other vegetables
A4575,detergent
A4575,domestic eggs
A4575,other vegetables
A4575,sausage
A4575,softener
A4575,tropical fruit
A4575,white wine
A4575,whole milk
A4576,candy
A4576,fruit/vegetable juice
A4576,tropical fruit
A4577,whole milk
A4578,canned beer
A4579,pudding powder
A4579,whipped/sour cream
A4579,whole milk
A4580,rolls/buns
A4581,chewing gum
A4581,fruit/vegetable juice
A4581,salty snack
A4581,sausage
A4581,shopping bags
A4581,soda
A4582,frozen dessert
A4582,ice cream
A4582,tropical fruit
A4583,bottled beer
A4584,canned beer
A4584,domestic eggs
A4584,shopping bags
A4585,canned beer
A4585,soda
A4586,bottled beer
A4586,candles
A4586,canned fish
A4586,dessert
A4586,Instant food products
A4586,napkins
A4586,pastry
A4586,red/blush wine
A4586,soda
A4586,whole milk
A4587,packaged fruit/vegetables
A4587,tropical fruit
A4588,artif. sweetener
A4588,bottled water
A4588,detergent
A4588,fruit/vegetable juice
A4588,ham
A4588,hamburger meat
A4588,instant coffee
A4588,potato products
A4588,processed cheese
A4588,salty snack
A4588,shopping bags
A4588,soda
A4588,specialty bar
A4588,white bread
A4588,whole milk
A4589,brandy
A4589,liquor (appetizer)
A4590,hard cheese
A4591,bottled beer
A4591,shopping bags
A4592,cream
A4592,other vegetables
A4592,UHT-milk
A4593,berries
A4593,brown bread
A4593,chocolate
A4593,citrus fruit
A4593,finished products
A4593,fruit/vegetable juice
A4593,grapes
A4593,other vegetables
A4593,pastry
A4593,pot plants
A4593,potato products
A4593,root vegetables
A4593,shopping bags
A4593,spread cheese
A4593,tropical fruit
A4593,whole milk
A4594,misc. beverages
A4595,canned beer
A4596,chocolate
A4596,cream cheese 
A4596,rolls/buns
A4596,yogurt
A4597,bottled water
A4598,baking powder
A4598,butter milk
A4598,tropical fruit
A4599,curd
A4599,dish cleaner
A4599,frankfurter
A4599,frozen potato products
A4599,soda
A4600,pastry
A4600,yogurt
A4601,bottled beer
A4601,dishes
A4601,liquor (appetizer)
A4602,cream cheese 
A4602,tropical fruit
A4602,yogurt
A4603,brown bread
A4603,newspapers
A4603,UHT-milk
A4604,bottled water
A4604,citrus fruit
A4604,newspapers
A4604,pickled vegetables
A4604,pip fruit
A4605,newspapers
A4606,canned beer
A4606,red/blush wine
A4606,soda
A4607,bottled beer
A4607,bottled water
A4607,dessert
A4607,napkins
A4607,soda
A4607,tropical fruit
A4607,white wine
A4608,bottled beer
A4608,bottled water
A4609,canned beer
A4609,chewing gum
A4610,dishes
A4610,domestic eggs
A4610,onions
A4610,other vegetables
A4610,pastry
A4610,shopping bags
A4610,whole milk
A4610,yogurt
A4611,pastry
A4611,soda
A4612,bottled water
A4612,brown bread
A4612,candy
A4612,margarine
A4612,newspapers
A4612,sliced cheese
A4612,soda
A4612,tropical fruit
A4612,yogurt
A4613,canned beer
A4613,chocolate
A4613,hamburger meat
A4613,other vegetables
A4613,soda
A4613,specialty bar
A4613,spread cheese
A4613,whole milk
A4614,bottled beer
A4614,bottled water
A4614,coffee
A4614,fruit/vegetable juice
A4614,pip fruit
A4614,whole milk
A4615,soda
A4616,detergent
A4616,napkins
A4616,pip fruit
A4616,pork
A4616,shopping bags
A4616,softener
A4616,tropical fruit
A4616,whipped/sour cream
A4616,whole milk
A4617,rolls/buns
A4618,rolls/buns
A4618,whipped/sour cream
A4619,long life bakery product
A4619,soda
A4620,butter
A4620,chocolate
A4620,frozen meals
A4620,fruit/vegetable juice
A4620,pastry
A4620,sliced cheese
A4620,soda
A4620,specialty bar
A4621,canned beer
A4622,butter milk
A4622,rolls/buns
A4622,tropical fruit
A4622,UHT-milk
A4622,whole milk
A4623,beverages
A4623,bottled water
A4623,newspapers
A4623,whole milk
A4624,soda
A4624,waffles
A4624,yogurt
A4625,canned fish
A4625,pastry
A4625,sausage
A4625,shopping bags
A4625,yogurt
A4626,butter
A4626,canned beer
A4626,detergent
A4626,frankfurter
A4626,Instant food products
A4626,margarine
A4626,other vegetables
A4626,rolls/buns
A4626,whole milk
A4627,domestic eggs
A4627,frozen fruits
A4627,hard cheese
A4627,ice cream
A4627,long life bakery product
A4627,meat
A4627,other vegetables
A4627,root vegetables
A4627,shopping bags
A4627,sweet spreads
A4627,whipped/sour cream
A4627,yogurt
A4628,canned beer
A4629,berries
A4629,cream cheese 
A4629,other vegetables
A4629,rolls/buns
A4629,root vegetables
A4629,shopping bags
A4629,soda
A4629,tropical fruit
A4629,yogurt
A4630,frozen vegetables
A4630,processed cheese
A4630,rolls/buns
A4630,yogurt
A4631,newspapers
A4632,coffee
A4632,condensed milk
A4632,rolls/buns
A4632,sugar
A4633,pip fruit
A4634,coffee
A4635,butter milk
A4635,pastry
A4635,rolls/buns
A4635,root vegetables
A4635,sausage
A4635,whole milk
A4635,yogurt
A4636,photo/film
A4636,whole milk
A4637,citrus fruit
A4637,frankfurter
A4637,margarine
A4637,pip fruit
A4637,sausage
A4638,canned beer
A4639,beverages
A4639,butter
A4639,dishes
A4639,whole milk
A4639,yogurt
A4640,rolls/buns
A4640,soda
A4641,pip fruit
A4641,rolls/buns
A4642,canned beer
A4643,cat food
A4643,citrus fruit
A4643,grapes
A4643,jam
A4643,other vegetables
A4643,pastry
A4643,pip fruit
A4643,rolls/buns
A4643,root vegetables
A4643,tropical fruit
A4644,bottled water
A4644,butter
A4644,cream cheese 
A4644,fruit/vegetable juice
A4644,newspapers
A4644,rolls/buns
A4644,soda
A4644,spread cheese
A4644,yogurt
A4645,brown bread
A4645,tropical fruit
A4646,citrus fruit
A4646,dessert
A4646,photo/film
A4647,citrus fruit
A4647,margarine
A4647,pip fruit
A4647,whole milk
A4648,brown bread
A4648,butter
A4648,canned fruit
A4648,frozen meals
A4648,fruit/vegetable juice
A4648,long life bakery product
A4648,rolls/buns
A4648,sliced cheese
A4649,photo/film
A4649,seasonal products
A4650,brown bread
A4651,newspapers
A4652,brown bread
A4652,cereals
A4652,curd
A4652,pastry
A4652,pip fruit
A4652,tropical fruit
A4652,whole milk
A4652,yogurt
A4653,bottled water
A4653,rolls/buns
A4653,soda
A4654,mustard
A4654,rolls/buns
A4654,sausage
A4654,soda
A4655,liquor (appetizer)
A4655,sausage
A4656,whole milk
A4656,yogurt
A4657,beverages
A4657,hygiene articles
A4657,pastry
A4657,pip fruit
A4658,bottled water
A4658,yogurt
A4659,cream cheese 
A4659,rolls/buns
A4659,yogurt
A4660,butter
A4660,citrus fruit
A4660,domestic eggs
A4660,margarine
A4660,rolls/buns
