Person ID,Party,Type,Vote
60A,democrat,anti-satellite-test-ban,0
61A,republican,anti-satellite-test-ban,0
62A,republican,anti-satellite-test-ban,0
63A,democrat,anti-satellite-test-ban,0
64A,republican,anti-satellite-test-ban,0
65A,republican,anti-satellite-test-ban,0
66A,republican,anti-satellite-test-ban,0
67A,democrat,anti-satellite-test-ban,1
68A,democrat,anti-satellite-test-ban,1
69A,republican,anti-satellite-test-ban,1
70A,republican,anti-satellite-test-ban,1
71A,republican,anti-satellite-test-ban,0
72A,democrat,anti-satellite-test-ban,1
73A,republican,anti-satellite-test-ban,0
74A,democrat,anti-satellite-test-ban,1
75A,republican,anti-satellite-test-ban,0
76A,democrat,anti-satellite-test-ban,0
77A,democrat,anti-satellite-test-ban,1
78A,republican,anti-satellite-test-ban,0
79A,republican,anti-satellite-test-ban,1
80A,republican,anti-satellite-test-ban,0
81A,democrat,anti-satellite-test-ban,0
82A,democrat,anti-satellite-test-ban,1
83A,democrat,anti-satellite-test-ban,1
84A,republican,anti-satellite-test-ban,1
85A,republican,anti-satellite-test-ban,1
86A,republican,anti-satellite-test-ban,1
87A,democrat,anti-satellite-test-ban,1
88A,democrat,anti-satellite-test-ban,0
89A,democrat,anti-satellite-test-ban,1
90A,republican,anti-satellite-test-ban,1
91A,democrat,anti-satellite-test-ban,1
92A,democrat,anti-satellite-test-ban,1
93A,democrat,anti-satellite-test-ban,1
94A,democrat,anti-satellite-test-ban,1
95A,democrat,anti-satellite-test-ban,1
96A,democrat,anti-satellite-test-ban,1
97A,democrat,anti-satellite-test-ban,1
98A,democrat,anti-satellite-test-ban,1
99A,democrat,anti-satellite-test-ban,1
100A,democrat,anti-satellite-test-ban,1
101A,democrat,anti-satellite-test-ban,1
102A,republican,anti-satellite-test-ban,1
103A,democrat,anti-satellite-test-ban,1
104A,republican,anti-satellite-test-ban,0
105A,democrat,anti-satellite-test-ban,1
106A,democrat,anti-satellite-test-ban,1
107A,republican,anti-satellite-test-ban,0
108A,democrat,anti-satellite-test-ban,1
109A,democrat,anti-satellite-test-ban,0
110A,republican,anti-satellite-test-ban,0
111A,republican,anti-satellite-test-ban,0
112A,democrat,anti-satellite-test-ban,0
113A,republican,anti-satellite-test-ban,0
114A,democrat,anti-satellite-test-ban,1
115A,republican,anti-satellite-test-ban,1
116A,republican,anti-satellite-test-ban,0
117A,republican,anti-satellite-test-ban,0
118A,republican,anti-satellite-test-ban,0
119A,republican,anti-satellite-test-ban,0
120A,democrat,anti-satellite-test-ban,1
121A,democrat,anti-satellite-test-ban,1
122A,republican,anti-satellite-test-ban,1
123A,democrat,anti-satellite-test-ban,1
124A,democrat,anti-satellite-test-ban,0
125A,democrat,anti-satellite-test-ban,1
126A,republican,anti-satellite-test-ban,0
127A,republican,anti-satellite-test-ban,0
128A,democrat,anti-satellite-test-ban,1
129A,republican,anti-satellite-test-ban,0
130A,democrat,anti-satellite-test-ban,1
131A,democrat,anti-satellite-test-ban,1
132A,republican,anti-satellite-test-ban,0
133A,democrat,anti-satellite-test-ban,1
134A,democrat,anti-satellite-test-ban,1
135A,democrat,anti-satellite-test-ban,1
136A,democrat,anti-satellite-test-ban,1
137A,republican,anti-satellite-test-ban,0
138A,republican,anti-satellite-test-ban,1
139A,democrat,anti-satellite-test-ban,1
140A,democrat,anti-satellite-test-ban,1
141A,republican,anti-satellite-test-ban,1
142A,republican,anti-satellite-test-ban,0
143A,republican,anti-satellite-test-ban,1
144A,republican,anti-satellite-test-ban,0
145A,republican,anti-satellite-test-ban,0
146A,democrat,anti-satellite-test-ban,1
147A,republican,anti-satellite-test-ban,0
148A,democrat,anti-satellite-test-ban,1
149A,democrat,anti-satellite-test-ban,0
150A,democrat,anti-satellite-test-ban,1
151A,democrat,anti-satellite-test-ban,1
152A,republican,anti-satellite-test-ban,0
153A,democrat,anti-satellite-test-ban,1
154A,democrat,anti-satellite-test-ban,1
155A,republican,anti-satellite-test-ban,1
156A,republican,anti-satellite-test-ban,1
157A,republican,anti-satellite-test-ban,0
158A,republican,anti-satellite-test-ban,0
159A,republican,anti-satellite-test-ban,0
160A,republican,anti-satellite-test-ban,0
161A,democrat,anti-satellite-test-ban,1
162A,republican,anti-satellite-test-ban,0
163A,democrat,anti-satellite-test-ban,1
164A,democrat,anti-satellite-test-ban,1
165A,republican,anti-satellite-test-ban,0
166A,republican,anti-satellite-test-ban,1
167A,democrat,anti-satellite-test-ban,0
168A,democrat,anti-satellite-test-ban,1
169A,democrat,anti-satellite-test-ban,0
170A,democrat,anti-satellite-test-ban,1
171A,republican,anti-satellite-test-ban,0
172A,democrat,anti-satellite-test-ban,1
173A,republican,anti-satellite-test-ban,0
174A,democrat,anti-satellite-test-ban,1
175A,republican,anti-satellite-test-ban,0
176A,democrat,anti-satellite-test-ban,1
177A,democrat,anti-satellite-test-ban,1
178A,democrat,anti-satellite-test-ban,1
179A,republican,anti-satellite-test-ban,0
180A,republican,anti-satellite-test-ban,0
181A,republican,anti-satellite-test-ban,1
182A,democrat,anti-satellite-test-ban,1
183A,republican,anti-satellite-test-ban,1
184A,republican,anti-satellite-test-ban,0
185A,republican,anti-satellite-test-ban,0
186A,republican,anti-satellite-test-ban,1
187A,democrat,anti-satellite-test-ban,1
188A,republican,anti-satellite-test-ban,1
189A,republican,anti-satellite-test-ban,1
190A,republican,anti-satellite-test-ban,0
191A,republican,anti-satellite-test-ban,0
192A,republican,anti-satellite-test-ban,0
193A,democrat,anti-satellite-test-ban,1
194A,democrat,anti-satellite-test-ban,1
195A,republican,anti-satellite-test-ban,0
196A,republican,anti-satellite-test-ban,0
197A,democrat,anti-satellite-test-ban,0
198A,democrat,anti-satellite-test-ban,1
199A,republican,anti-satellite-test-ban,0
200A,republican,anti-satellite-test-ban,0
201A,democrat,anti-satellite-test-ban,0
202A,republican,anti-satellite-test-ban,0
203A,republican,anti-satellite-test-ban,0
204A,democrat,anti-satellite-test-ban,0
205A,democrat,anti-satellite-test-ban,0
206A,democrat,anti-satellite-test-ban,0
207A,democrat,anti-satellite-test-ban,0
208A,republican,anti-satellite-test-ban,0
209A,democrat,anti-satellite-test-ban,0
210A,democrat,anti-satellite-test-ban,0
211A,republican,anti-satellite-test-ban,0
212A,republican,anti-satellite-test-ban,0
213A,republican,anti-satellite-test-ban,0
214A,democrat,anti-satellite-test-ban,0
215A,democrat,anti-satellite-test-ban,0
216A,republican,anti-satellite-test-ban,0
217A,republican,anti-satellite-test-ban,0
218A,democrat,anti-satellite-test-ban,1
219A,republican,anti-satellite-test-ban,0
220A,democrat,anti-satellite-test-ban,1
221A,republican,anti-satellite-test-ban,0
222A,democrat,anti-satellite-test-ban,1
223A,democrat,anti-satellite-test-ban,1
224A,democrat,anti-satellite-test-ban,1
225A,republican,anti-satellite-test-ban,1
226A,democrat,anti-satellite-test-ban,1
227A,democrat,anti-satellite-test-ban,1
228A,democrat,anti-satellite-test-ban,1
229A,democrat,anti-satellite-test-ban,1
230A,republican,anti-satellite-test-ban,1
231A,republican,anti-satellite-test-ban,0
232A,democrat,anti-satellite-test-ban,1
1A,democrat,aid-to-nicaraguan-contras,0
2A,republican,aid-to-nicaraguan-contras,0
3A,democrat,aid-to-nicaraguan-contras,1
4A,democrat,aid-to-nicaraguan-contras,1
5A,democrat,aid-to-nicaraguan-contras,1
6A,democrat,aid-to-nicaraguan-contras,1
7A,democrat,aid-to-nicaraguan-contras,1
8A,republican,aid-to-nicaraguan-contras,1
9A,democrat,aid-to-nicaraguan-contras,1
10A,republican,aid-to-nicaraguan-contras,0
11A,democrat,aid-to-nicaraguan-contras,1
12A,republican,aid-to-nicaraguan-contras,0
13A,democrat,aid-to-nicaraguan-contras,1
14A,republican,aid-to-nicaraguan-contras,0
15A,republican,aid-to-nicaraguan-contras,0
16A,republican,aid-to-nicaraguan-contras,0
17A,democrat,aid-to-nicaraguan-contras,1
18A,democrat,aid-to-nicaraguan-contras,1
19A,democrat,aid-to-nicaraguan-contras,1
20A,democrat,aid-to-nicaraguan-contras,1
21A,democrat,aid-to-nicaraguan-contras,1
22A,democrat,aid-to-nicaraguan-contras,1
23A,republican,aid-to-nicaraguan-contras,0
24A,republican,aid-to-nicaraguan-contras,0
25A,republican,aid-to-nicaraguan-contras,0
26A,republican,aid-to-nicaraguan-contras,0
27A,republican,aid-to-nicaraguan-contras,0
28A,republican,aid-to-nicaraguan-contras,0
29A,democrat,aid-to-nicaraguan-contras,1
30A,republican,aid-to-nicaraguan-contras,0
31A,republican,aid-to-nicaraguan-contras,0
32A,republican,aid-to-nicaraguan-contras,0
33A,democrat,aid-to-nicaraguan-contras,1
34A,republican,aid-to-nicaraguan-contras,1
35A,republican,aid-to-nicaraguan-contras,0
36A,democrat,aid-to-nicaraguan-contras,1
37A,democrat,aid-to-nicaraguan-contras,0
38A,democrat,aid-to-nicaraguan-contras,1
39A,democrat,aid-to-nicaraguan-contras,0
40A,republican,aid-to-nicaraguan-contras,0
41A,republican,aid-to-nicaraguan-contras,0
42A,republican,aid-to-nicaraguan-contras,0
43A,democrat,aid-to-nicaraguan-contras,0
44A,republican,aid-to-nicaraguan-contras,0
45A,republican,aid-to-nicaraguan-contras,0
46A,democrat,aid-to-nicaraguan-contras,0
47A,democrat,aid-to-nicaraguan-contras,1
48A,democrat,aid-to-nicaraguan-contras,1
49A,democrat,aid-to-nicaraguan-contras,0
50A,democrat,aid-to-nicaraguan-contras,0
51A,democrat,aid-to-nicaraguan-contras,0
52A,democrat,aid-to-nicaraguan-contras,1
53A,democrat,aid-to-nicaraguan-contras,0
54A,democrat,aid-to-nicaraguan-contras,0
55A,democrat,aid-to-nicaraguan-contras,1
56A,republican,aid-to-nicaraguan-contras,0
57A,democrat,aid-to-nicaraguan-contras,1
58A,democrat,aid-to-nicaraguan-contras,1
59A,republican,aid-to-nicaraguan-contras,0
60A,democrat,aid-to-nicaraguan-contras,1
61A,republican,aid-to-nicaraguan-contras,0
62A,republican,aid-to-nicaraguan-contras,0
63A,democrat,aid-to-nicaraguan-contras,1
64A,republican,aid-to-nicaraguan-contras,0
65A,republican,aid-to-nicaraguan-contras,0
66A,republican,aid-to-nicaraguan-contras,0
67A,democrat,aid-to-nicaraguan-contras,1
68A,democrat,aid-to-nicaraguan-contras,1
69A,republican,aid-to-nicaraguan-contras,1
70A,republican,aid-to-nicaraguan-contras,1
71A,republican,aid-to-nicaraguan-contras,0
72A,democrat,aid-to-nicaraguan-contras,1
73A,republican,aid-to-nicaraguan-contras,0
74A,democrat,aid-to-nicaraguan-contras,1
75A,republican,aid-to-nicaraguan-contras,0
76A,democrat,aid-to-nicaraguan-contras,1
77A,democrat,aid-to-nicaraguan-contras,1
78A,republican,aid-to-nicaraguan-contras,0
79A,republican,aid-to-nicaraguan-contras,0
80A,republican,aid-to-nicaraguan-contras,0
81A,democrat,aid-to-nicaraguan-contras,0
82A,democrat,aid-to-nicaraguan-contras,0
83A,democrat,aid-to-nicaraguan-contras,0
84A,republican,aid-to-nicaraguan-contras,0
85A,republican,aid-to-nicaraguan-contras,1
86A,republican,aid-to-nicaraguan-contras,1
87A,democrat,aid-to-nicaraguan-contras,1
88A,democrat,aid-to-nicaraguan-contras,0
89A,democrat,aid-to-nicaraguan-contras,1
90A,republican,aid-to-nicaraguan-contras,1
91A,democrat,aid-to-nicaraguan-contras,1
92A,democrat,aid-to-nicaraguan-contras,1
93A,democrat,aid-to-nicaraguan-contras,1
94A,democrat,aid-to-nicaraguan-contras,1
95A,democrat,aid-to-nicaraguan-contras,1
96A,democrat,aid-to-nicaraguan-contras,1
97A,democrat,aid-to-nicaraguan-contras,1
98A,democrat,aid-to-nicaraguan-contras,1
99A,democrat,aid-to-nicaraguan-contras,1
100A,democrat,aid-to-nicaraguan-contras,1
101A,democrat,aid-to-nicaraguan-contras,1
102A,republican,aid-to-nicaraguan-contras,0
103A,democrat,aid-to-nicaraguan-contras,1
104A,republican,aid-to-nicaraguan-contras,0
105A,democrat,aid-to-nicaraguan-contras,1
106A,democrat,aid-to-nicaraguan-contras,1
107A,republican,aid-to-nicaraguan-contras,0
108A,democrat,aid-to-nicaraguan-contras,1
109A,democrat,aid-to-nicaraguan-contras,1
110A,republican,aid-to-nicaraguan-contras,0
111A,republican,aid-to-nicaraguan-contras,0
112A,democrat,aid-to-nicaraguan-contras,1
113A,republican,aid-to-nicaraguan-contras,0
114A,democrat,aid-to-nicaraguan-contras,1
115A,republican,aid-to-nicaraguan-contras,0
116A,republican,aid-to-nicaraguan-contras,0
117A,republican,aid-to-nicaraguan-contras,0
118A,republican,aid-to-nicaraguan-contras,0
119A,republican,aid-to-nicaraguan-contras,0
120A,democrat,aid-to-nicaraguan-contras,1
121A,democrat,aid-to-nicaraguan-contras,1
122A,republican,aid-to-nicaraguan-contras,0
123A,democrat,aid-to-nicaraguan-contras,1
124A,democrat,aid-to-nicaraguan-contras,1
125A,democrat,aid-to-nicaraguan-contras,1
126A,republican,aid-to-nicaraguan-contras,0
127A,republican,aid-to-nicaraguan-contras,0
128A,democrat,aid-to-nicaraguan-contras,1
129A,republican,aid-to-nicaraguan-contras,0
130A,democrat,aid-to-nicaraguan-contras,1
131A,democrat,aid-to-nicaraguan-contras,1
132A,republican,aid-to-nicaraguan-contras,0
133A,democrat,aid-to-nicaraguan-contras,1
134A,democrat,aid-to-nicaraguan-contras,1
135A,democrat,aid-to-nicaraguan-contras,1
136A,democrat,aid-to-nicaraguan-contras,1
137A,republican,aid-to-nicaraguan-contras,0
138A,republican,aid-to-nicaraguan-contras,1
139A,democrat,aid-to-nicaraguan-contras,1
140A,democrat,aid-to-nicaraguan-contras,1
141A,republican,aid-to-nicaraguan-contras,0
142A,republican,aid-to-nicaraguan-contras,0
143A,republican,aid-to-nicaraguan-contras,1
144A,republican,aid-to-nicaraguan-contras,0
145A,republican,aid-to-nicaraguan-contras,0
146A,democrat,aid-to-nicaraguan-contras,1
147A,republican,aid-to-nicaraguan-contras,0
148A,democrat,aid-to-nicaraguan-contras,1
149A,democrat,aid-to-nicaraguan-contras,1
150A,democrat,aid-to-nicaraguan-contras,1
151A,democrat,aid-to-nicaraguan-contras,1
152A,republican,aid-to-nicaraguan-contras,0
153A,democrat,aid-to-nicaraguan-contras,1
154A,democrat,aid-to-nicaraguan-contras,1
155A,republican,aid-to-nicaraguan-contras,1
156A,republican,aid-to-nicaraguan-contras,0
157A,republican,aid-to-nicaraguan-contras,0
158A,republican,aid-to-nicaraguan-contras,0
159A,republican,aid-to-nicaraguan-contras,0
160A,republican,aid-to-nicaraguan-contras,0
161A,democrat,aid-to-nicaraguan-contras,1
162A,republican,aid-to-nicaraguan-contras,0
163A,democrat,aid-to-nicaraguan-contras,1
164A,democrat,aid-to-nicaraguan-contras,1
165A,republican,aid-to-nicaraguan-contras,0
166A,republican,aid-to-nicaraguan-contras,1
167A,democrat,aid-to-nicaraguan-contras,1
168A,democrat,aid-to-nicaraguan-contras,1
169A,democrat,aid-to-nicaraguan-contras,1
170A,democrat,aid-to-nicaraguan-contras,1
171A,republican,aid-to-nicaraguan-contras,0
172A,democrat,aid-to-nicaraguan-contras,1
173A,republican,aid-to-nicaraguan-contras,0
174A,democrat,aid-to-nicaraguan-contras,1
175A,republican,aid-to-nicaraguan-contras,0
176A,democrat,aid-to-nicaraguan-contras,1
177A,democrat,aid-to-nicaraguan-contras,1
178A,democrat,aid-to-nicaraguan-contras,1
179A,republican,aid-to-nicaraguan-contras,0
180A,republican,aid-to-nicaraguan-contras,0
181A,republican,aid-to-nicaraguan-contras,0
182A,democrat,aid-to-nicaraguan-contras,1
183A,republican,aid-to-nicaraguan-contras,0
184A,republican,aid-to-nicaraguan-contras,0
185A,republican,aid-to-nicaraguan-contras,0
186A,republican,aid-to-nicaraguan-contras,1
187A,democrat,aid-to-nicaraguan-contras,0
188A,republican,aid-to-nicaraguan-contras,1
189A,republican,aid-to-nicaraguan-contras,0
190A,republican,aid-to-nicaraguan-contras,1
191A,republican,aid-to-nicaraguan-contras,0
192A,republican,aid-to-nicaraguan-contras,0
193A,democrat,aid-to-nicaraguan-contras,1
194A,democrat,aid-to-nicaraguan-contras,1
195A,republican,aid-to-nicaraguan-contras,0
196A,republican,aid-to-nicaraguan-contras,0
197A,democrat,aid-to-nicaraguan-contras,0
198A,democrat,aid-to-nicaraguan-contras,1
199A,republican,aid-to-nicaraguan-contras,0
200A,republican,aid-to-nicaraguan-contras,0
201A,democrat,aid-to-nicaraguan-contras,0
202A,republican,aid-to-nicaraguan-contras,0
203A,republican,aid-to-nicaraguan-contras,0
204A,democrat,aid-to-nicaraguan-contras,1
205A,democrat,aid-to-nicaraguan-contras,0
206A,democrat,aid-to-nicaraguan-contras,0
207A,democrat,aid-to-nicaraguan-contras,1
208A,republican,aid-to-nicaraguan-contras,0
209A,democrat,aid-to-nicaraguan-contras,1
210A,democrat,aid-to-nicaraguan-contras,1
211A,republican,aid-to-nicaraguan-contras,0
212A,republican,aid-to-nicaraguan-contras,0
213A,republican,aid-to-nicaraguan-contras,0
214A,democrat,aid-to-nicaraguan-contras,0
215A,democrat,aid-to-nicaraguan-contras,0
216A,republican,aid-to-nicaraguan-contras,0
217A,republican,aid-to-nicaraguan-contras,0
218A,democrat,aid-to-nicaraguan-contras,1
219A,republican,aid-to-nicaraguan-contras,0
220A,democrat,aid-to-nicaraguan-contras,1
221A,republican,aid-to-nicaraguan-contras,0
222A,democrat,aid-to-nicaraguan-contras,1
223A,democrat,aid-to-nicaraguan-contras,1
224A,democrat,aid-to-nicaraguan-contras,1
225A,republican,aid-to-nicaraguan-contras,1
226A,democrat,aid-to-nicaraguan-contras,1
227A,democrat,aid-to-nicaraguan-contras,1
228A,democrat,aid-to-nicaraguan-contras,1
229A,democrat,aid-to-nicaraguan-contras,1
230A,republican,aid-to-nicaraguan-contras,1
231A,republican,aid-to-nicaraguan-contras,0
232A,democrat,aid-to-nicaraguan-contras,1
1A,democrat,mx-missile,0
2A,republican,mx-missile,0
3A,democrat,mx-missile,1
4A,democrat,mx-missile,1
5A,democrat,mx-missile,1
6A,democrat,mx-missile,1
7A,democrat,mx-missile,1
8A,republican,mx-missile,1
9A,democrat,mx-missile,1
10A,republican,mx-missile,0
11A,democrat,mx-missile,1
12A,republican,mx-missile,0
13A,democrat,mx-missile,1
14A,republican,mx-missile,0
15A,republican,mx-missile,0
16A,republican,mx-missile,0
17A,democrat,mx-missile,1
18A,democrat,mx-missile,1
19A,democrat,mx-missile,1
20A,democrat,mx-missile,1
21A,democrat,mx-missile,0
22A,democrat,mx-missile,1
23A,republican,mx-missile,0
24A,republican,mx-missile,0
25A,republican,mx-missile,0
26A,republican,mx-missile,0
27A,republican,mx-missile,0
28A,republican,mx-missile,0
29A,democrat,mx-missile,1
30A,republican,mx-missile,0
31A,republican,mx-missile,0
32A,republican,mx-missile,0
33A,democrat,mx-missile,1
34A,republican,mx-missile,1
35A,republican,mx-missile,1
36A,democrat,mx-missile,1
37A,democrat,mx-missile,0
38A,democrat,mx-missile,1
39A,democrat,mx-missile,0
40A,republican,mx-missile,0
41A,republican,mx-missile,0
42A,republican,mx-missile,0
43A,democrat,mx-missile,0
44A,republican,mx-missile,0
45A,republican,mx-missile,0
46A,democrat,mx-missile,1
47A,democrat,mx-missile,1
48A,democrat,mx-missile,1
49A,democrat,mx-missile,1
50A,democrat,mx-missile,0
51A,democrat,mx-missile,0
52A,democrat,mx-missile,1
53A,democrat,mx-missile,0
54A,democrat,mx-missile,0
55A,democrat,mx-missile,1
56A,republican,mx-missile,0
57A,democrat,mx-missile,1
58A,democrat,mx-missile,1
59A,republican,mx-missile,0
60A,democrat,mx-missile,1
61A,republican,mx-missile,0
62A,republican,mx-missile,0
63A,democrat,mx-missile,1
64A,republican,mx-missile,0
65A,republican,mx-missile,0
66A,republican,mx-missile,0
67A,democrat,mx-missile,1
68A,democrat,mx-missile,1
69A,republican,mx-missile,1
70A,republican,mx-missile,1
71A,republican,mx-missile,0
72A,democrat,mx-missile,1
73A,republican,mx-missile,0
74A,democrat,mx-missile,1
75A,republican,mx-missile,0
76A,democrat,mx-missile,1
77A,democrat,mx-missile,1
78A,republican,mx-missile,0
79A,republican,mx-missile,0
80A,republican,mx-missile,0
81A,democrat,mx-missile,0
82A,democrat,mx-missile,0
83A,democrat,mx-missile,0
84A,republican,mx-missile,0
85A,republican,mx-missile,0
86A,republican,mx-missile,0
87A,democrat,mx-missile,1
88A,democrat,mx-missile,0
89A,democrat,mx-missile,1
90A,republican,mx-missile,1
91A,democrat,mx-missile,1
92A,democrat,mx-missile,1
93A,democrat,mx-missile,1
94A,democrat,mx-missile,1
95A,democrat,mx-missile,1
96A,democrat,mx-missile,1
97A,democrat,mx-missile,1
98A,democrat,mx-missile,1
99A,democrat,mx-missile,1
100A,democrat,mx-missile,1
101A,democrat,mx-missile,1
102A,republican,mx-missile,0
103A,democrat,mx-missile,1
104A,republican,mx-missile,0
105A,democrat,mx-missile,1
106A,democrat,mx-missile,1
107A,republican,mx-missile,0
108A,democrat,mx-missile,1
109A,democrat,mx-missile,1
110A,republican,mx-missile,0
111A,republican,mx-missile,0
112A,democrat,mx-missile,1
113A,republican,mx-missile,0
114A,democrat,mx-missile,1
115A,republican,mx-missile,1
116A,republican,mx-missile,0
117A,republican,mx-missile,1
118A,republican,mx-missile,0
119A,republican,mx-missile,0
120A,democrat,mx-missile,1
121A,democrat,mx-missile,0
122A,republican,mx-missile,0
123A,democrat,mx-missile,1
124A,democrat,mx-missile,1
125A,democrat,mx-missile,1
126A,republican,mx-missile,0
127A,republican,mx-missile,0
128A,democrat,mx-missile,1
129A,republican,mx-missile,0
130A,democrat,mx-missile,1
131A,democrat,mx-missile,1
132A,republican,mx-missile,0
133A,democrat,mx-missile,1
134A,democrat,mx-missile,1
135A,democrat,mx-missile,1
136A,democrat,mx-missile,1
137A,republican,mx-missile,0
138A,republican,mx-missile,1
139A,democrat,mx-missile,1
140A,democrat,mx-missile,1
141A,republican,mx-missile,0
142A,republican,mx-missile,0
143A,republican,mx-missile,0
144A,republican,mx-missile,0
145A,republican,mx-missile,0
146A,democrat,mx-missile,1
147A,republican,mx-missile,0
148A,democrat,mx-missile,1
149A,democrat,mx-missile,0
150A,democrat,mx-missile,0
151A,democrat,mx-missile,1
152A,republican,mx-missile,0
153A,democrat,mx-missile,1
154A,democrat,mx-missile,1
155A,republican,mx-missile,1
156A,republican,mx-missile,0
157A,republican,mx-missile,0
158A,republican,mx-missile,0
159A,republican,mx-missile,0
160A,republican,mx-missile,0
161A,democrat,mx-missile,1
162A,republican,mx-missile,0
163A,democrat,mx-missile,1
164A,democrat,mx-missile,1
165A,republican,mx-missile,0
166A,republican,mx-missile,0
167A,democrat,mx-missile,1
168A,democrat,mx-missile,1
169A,democrat,mx-missile,1
170A,democrat,mx-missile,1
171A,republican,mx-missile,0
172A,democrat,mx-missile,1
173A,republican,mx-missile,0
174A,democrat,mx-missile,1
175A,republican,mx-missile,0
176A,democrat,mx-missile,1
177A,democrat,mx-missile,1
178A,democrat,mx-missile,1
179A,republican,mx-missile,0
180A,republican,mx-missile,0
181A,republican,mx-missile,1
182A,democrat,mx-missile,1
183A,republican,mx-missile,0
184A,republican,mx-missile,0
185A,republican,mx-missile,0
186A,republican,mx-missile,1
187A,democrat,mx-missile,1
188A,republican,mx-missile,1
189A,republican,mx-missile,0
190A,republican,mx-missile,1
191A,republican,mx-missile,0
192A,republican,mx-missile,0
193A,democrat,mx-missile,1
194A,democrat,mx-missile,1
195A,republican,mx-missile,0
196A,republican,mx-missile,0
197A,democrat,mx-missile,0
198A,democrat,mx-missile,0
199A,republican,mx-missile,0
200A,republican,mx-missile,0
201A,democrat,mx-missile,0
202A,republican,mx-missile,0
203A,republican,mx-missile,0
204A,democrat,mx-missile,1
205A,democrat,mx-missile,0
206A,democrat,mx-missile,0
207A,democrat,mx-missile,1
208A,republican,mx-missile,0
209A,democrat,mx-missile,0
210A,democrat,mx-missile,0
211A,republican,mx-missile,0
212A,republican,mx-missile,0
213A,republican,mx-missile,0
214A,democrat,mx-missile,1
215A,democrat,mx-missile,0
216A,republican,mx-missile,0
217A,republican,mx-missile,0
218A,democrat,mx-missile,1
219A,republican,mx-missile,0
220A,democrat,mx-missile,1
221A,republican,mx-missile,0
222A,democrat,mx-missile,1
223A,democrat,mx-missile,0
224A,democrat,mx-missile,1
225A,republican,mx-missile,0
226A,democrat,mx-missile,0
227A,democrat,mx-missile,1
228A,democrat,mx-missile,1
229A,democrat,mx-missile,1
230A,republican,mx-missile,0
231A,republican,mx-missile,1
232A,democrat,mx-missile,1
1A,democrat,immigration,0
2A,republican,immigration,0
3A,democrat,immigration,0
4A,democrat,immigration,0
5A,democrat,immigration,1
6A,democrat,immigration,0
7A,democrat,immigration,0
8A,republican,immigration,0
9A,democrat,immigration,0
10A,republican,immigration,0
11A,democrat,immigration,1
12A,republican,immigration,0
13A,democrat,immigration,0
14A,republican,immigration,0
15A,republican,immigration,0
16A,republican,immigration,1
17A,democrat,immigration,1
18A,democrat,immigration,0
19A,democrat,immigration,0
20A,democrat,immigration,0
21A,democrat,immigration,0
22A,democrat,immigration,0
23A,republican,immigration,1
24A,republican,immigration,1
25A,republican,immigration,1
26A,republican,immigration,1
27A,republican,immigration,1
28A,republican,immigration,0
29A,democrat,immigration,0
30A,republican,immigration,0
31A,republican,immigration,0
32A,republican,immigration,1
33A,democrat,immigration,0
34A,republican,immigration,1
35A,republican,immigration,1
36A,democrat,immigration,1
37A,democrat,immigration,1
38A,democrat,immigration,1
39A,democrat,immigration,1
40A,republican,immigration,1
41A,republican,immigration,1
42A,republican,immigration,0
43A,democrat,immigration,1
44A,republican,immigration,1
45A,republican,immigration,0
46A,democrat,immigration,1
47A,democrat,immigration,1
48A,democrat,immigration,1
49A,democrat,immigration,1
50A,democrat,immigration,0
51A,democrat,immigration,1
52A,democrat,immigration,1
53A,democrat,immigration,0
54A,democrat,immigration,0
55A,democrat,immigration,0
56A,republican,immigration,0
57A,democrat,immigration,1
58A,democrat,immigration,0
59A,republican,immigration,0
60A,democrat,immigration,1
61A,republican,immigration,0
62A,republican,immigration,1
63A,democrat,immigration,1
64A,republican,immigration,1
65A,republican,immigration,1
66A,republican,immigration,1
67A,democrat,immigration,1
68A,democrat,immigration,0
69A,republican,immigration,1
70A,republican,immigration,1
71A,republican,immigration,0
72A,democrat,immigration,1
73A,republican,immigration,1
74A,democrat,immigration,1
75A,republican,immigration,1
76A,democrat,immigration,1
77A,democrat,immigration,1
78A,republican,immigration,0
79A,republican,immigration,0
80A,republican,immigration,1
81A,democrat,immigration,0
82A,democrat,immigration,0
83A,democrat,immigration,0
84A,republican,immigration,0
85A,republican,immigration,1
86A,republican,immigration,1
87A,democrat,immigration,1
88A,democrat,immigration,1
89A,democrat,immigration,1
90A,republican,immigration,1
91A,democrat,immigration,1
92A,democrat,immigration,1
93A,democrat,immigration,1
94A,democrat,immigration,1
95A,democrat,immigration,0
96A,democrat,immigration,0
97A,democrat,immigration,0
98A,democrat,immigration,0
99A,democrat,immigration,0
100A,democrat,immigration,1
101A,democrat,immigration,1
102A,republican,immigration,0
103A,democrat,immigration,1
104A,republican,immigration,1
105A,democrat,immigration,1
106A,democrat,immigration,0
107A,republican,immigration,1
108A,democrat,immigration,0
109A,democrat,immigration,0
110A,republican,immigration,1
111A,republican,immigration,1
112A,democrat,immigration,0
113A,republican,immigration,0
114A,democrat,immigration,0
115A,republican,immigration,1
116A,republican,immigration,0
117A,republican,immigration,1
118A,republican,immigration,1
119A,republican,immigration,1
120A,democrat,immigration,0
121A,democrat,immigration,0
122A,republican,immigration,1
123A,democrat,immigration,1
124A,democrat,immigration,1
125A,democrat,immigration,1
126A,republican,immigration,0
127A,republican,immigration,0
